family,domain,skill,zip_name,zip_path,schema_version,run_name,seed,model_name,model_revision,finetuned,uses_training_partition,uses_validation_partition,baseline_definition,test_file,test_sha256,test_rows,prediction_rules_file,prediction_rules_sha256,input_builder,prediction_postprocessing,scoring_location,decoding,classifier_head_sha256,python_version,torch_version,transformers_version
bert,it,all_skills,bert_task_unadapted_it_all_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bert-task-unadapted-it-journal/bert_task_unadapted_it_all_skills_outputs.zip,task-unadapted-baseline,bert_it_all_skills_task_unadapted,13,KBLab/bert-base-swedish-cased,ce7c3424687f042f1320e0528293d492c82918c4,False,False,False,"Pretrained encoder plus a fixed-seed randomly initialized BIO head, with no task training",/kaggle/input/datasets/nguyenthanhminh01/new-it/prompt_safe_splits_40_10_50/datasets/it/all_skills/it_all_skills_test_seed13.jsonl,dfb77ace17445bf957a5a54d1189bd8c5636d2ce3652a6ebd2a1ae7c33710c3c,157,/kaggle/working/academic_prediction_rules/it_all_skills_rules.json,5a0a782a856de00fcd2d2ef0b5583e76fb881d2890b7eee83d67bfc1d7149e33,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_length': 512, 'document_stride': 128}",acb23b033fa94e13f9b4032420fb571eec551a7ec0e1ca93c454aa2a7c1ab198,3.12.13,2.10.0+cu128,5.0.0
bart,it,distinct_skills,bart_task_unadapted_it_distinct_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_it_distinct_skills_outputs.zip,task-unadapted-baseline,bart_it_distinct_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-it/prompt_safe_splits_40_10_50/datasets/it/distinct_skills/it_distinct_skills_test_seed13.jsonl,bc71cc1890525c2e31cdd179e07a1664f1188c83ca4e2abece1b9184edfe78e8,42,/kaggle/working/academic_prediction_rules/it_distinct_skills_rules.json,7787a5059db2e2df2633c3fc5695cf8d784aaaa1cd9502a3dae8a168dd404fe1,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,it,must_have,bart_task_unadapted_it_must_have_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_it_must_have_outputs.zip,task-unadapted-baseline,bart_it_must_have_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-it/prompt_safe_splits_40_10_50/datasets/it/must_have/it_must_have_test_seed13.jsonl,b7c792739fbdf8f533d7efc95cd9527175d9ac72b2aa6d3e2cc5f676292021a0,143,/kaggle/working/academic_prediction_rules/it_must_have_rules.json,13d40585f7e622fbfde0536d56ca47530addc6a43975aef7d8fc9d4f33f40751,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,it,nice_to_have,bart_task_unadapted_it_nice_to_have_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_it_nice_to_have_outputs.zip,task-unadapted-baseline,bart_it_nice_to_have_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-it/prompt_safe_splits_40_10_50/datasets/it/nice_to_have/it_nice_to_have_test_seed13.jsonl,fabf4731aef624af2569b959cb541df04964fff66565d4f01684e15a789e67ac,83,/kaggle/working/academic_prediction_rules/it_nice_to_have_rules.json,46d4428f668c42960abfde7b5d80c6e1b20a0f7edeb3328baf7d7ed3d3244e95,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,journal,all_skills,bart_task_unadapted_journal_all_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_journal_all_skills_outputs.zip,task-unadapted-baseline,bart_journal_all_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-journal/prompt_safe_splits_40_10_50/datasets/journal/all_skills/journal_all_skills_test_seed13.jsonl,da9c712f26a2af62634528ee9ff9ec72152761029b22b50e0fbe8cfec354cd5b,161,/kaggle/working/academic_prediction_rules/journal_all_skills_rules.json,a965d94d26a73aab3349e58de3a2e0b5991f445cbfa134227df88a2daca60bdd,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,journal,hard_skills,bart_task_unadapted_journal_hard_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_journal_hard_skills_outputs.zip,task-unadapted-baseline,bart_journal_hard_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-journal/prompt_safe_splits_40_10_50/datasets/journal/hard_skills/journal_hard_skills_test_seed13.jsonl,a5fd74d554a9db9bd9baab8a3a0707bf157a45f2d3f9589602ac4bdc367abc05,161,/kaggle/working/academic_prediction_rules/journal_hard_skills_rules.json,ed2ba0634853af636b6c0d7e0ae2bc7d4c9a3ad39607d063d5928d5ebb2246b3,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,journal,soft_skills,bart_task_unadapted_journal_soft_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_journal_soft_skills_outputs.zip,task-unadapted-baseline,bart_journal_soft_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-journal/prompt_safe_splits_40_10_50/datasets/journal/soft_skills/journal_soft_skills_test_seed13.jsonl,381133083d0ba5ce82b596107170f6c55cbf163acdca264dad1471acd764c3b1,142,/kaggle/working/academic_prediction_rules/journal_soft_skills_rules.json,d2e9478cf98ba3ad15ba5ca6fce539ee8701659a4dd5289e213991a7c926fe5a,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,journal,distinct_skills,bart_task_unadapted_journal_distinct_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_journal_distinct_skills_outputs.zip,task-unadapted-baseline,bart_journal_distinct_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-journal/prompt_safe_splits_40_10_50/datasets/journal/distinct_skills/journal_distinct_skills_test_seed13.jsonl,b206375bd3a166f39821de6482bc6ea595909f8cf2f93999d26945ef05b944e0,98,/kaggle/working/academic_prediction_rules/journal_distinct_skills_rules.json,89781198f4540bc24941060943042d05013935d4783aac1b42749d2433fcedae,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,journal,must_have,bart_task_unadapted_journal_must_have_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_journal_must_have_outputs.zip,task-unadapted-baseline,bart_journal_must_have_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-journal/prompt_safe_splits_40_10_50/datasets/journal/must_have/journal_must_have_test_seed13.jsonl,927efc4673e7ab4c6c57440727a869d3a17db8be36271ce6a89b9549a9faf395,161,/kaggle/working/academic_prediction_rules/journal_must_have_rules.json,ed96a20d6a4319fb39412a8566b4e3a6a0f5a17967f5e540c036c041bc136257,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,journal,nice_to_have,bart_task_unadapted_journal_nice_to_have_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-it-journal/bart_task_unadapted_journal_nice_to_have_outputs.zip,task-unadapted-baseline,bart_journal_nice_to_have_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-journal/prompt_safe_splits_40_10_50/datasets/journal/nice_to_have/journal_nice_to_have_test_seed13.jsonl,31ca34b2efaa4593bc4418e01e43e5ce5a324459f5a6edf6d3c030be231d651b,88,/kaggle/working/academic_prediction_rules/journal_nice_to_have_rules.json,838b979a92553fa919864c172b50f44b34156b7799cee03ebc80ffcfd5fa4a5d,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,merged,all_skills,bart_task_unadapted_merged_all_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-merged/bart_task_unadapted_merged_all_skills_outputs.zip,task-unadapted-baseline,bart_merged_all_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/all_skills/merged_all_skills_test_seed13.jsonl,deeb3beb8f4e9bf5ec95f7ea5d2a2d286de6341cf2358d18dfe7c1c8c494b85a,318,/kaggle/working/academic_prediction_rules/merged_all_skills_rules.json,e2fc41d964b1beaca82a2f48c026b1f2f5389cd55f0d05cdb6d2d04bb0b1b3a5,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,merged,hard_skills,bart_task_unadapted_merged_hard_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-merged/bart_task_unadapted_merged_hard_skills_outputs.zip,task-unadapted-baseline,bart_merged_hard_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/hard_skills/merged_hard_skills_test_seed13.jsonl,4078d1bf7238c51d8d272f42d19004d83ce70548259355b9af26b209185d6f05,317,/kaggle/working/academic_prediction_rules/merged_hard_skills_rules.json,bc6cace61e9e5300f5dd627971223eda55c5575aa8aff8e5c82a7da2d3883c4f,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,merged,soft_skills,bart_task_unadapted_merged_soft_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-merged/bart_task_unadapted_merged_soft_skills_outputs.zip,task-unadapted-baseline,bart_merged_soft_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/soft_skills/merged_soft_skills_test_seed13.jsonl,8456c803e076ebc49814743409fe668398abbc6674a46b2524d137c437404483,294,/kaggle/working/academic_prediction_rules/merged_soft_skills_rules.json,e73fa024e2cdcf8dc7240bdbfecb5461ea1e7a010eedb528eb245d278767ece9,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,merged,distinct_skills,bart_task_unadapted_merged_distinct_skills_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-merged/bart_task_unadapted_merged_distinct_skills_outputs.zip,task-unadapted-baseline,bart_merged_distinct_skills_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/distinct_skills/merged_distinct_skills_test_seed13.jsonl,8defd04fed9d54eeb6311a0dd0e4a61d89c1e46975ef2272128b289e21667889,140,/kaggle/working/academic_prediction_rules/merged_distinct_skills_rules.json,89daaeb924d57755c6e656634e8cb66d36a29228b13bbb16bf3787ff3b6092ae,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,merged,must_have,bart_task_unadapted_merged_must_have_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-merged/bart_task_unadapted_merged_must_have_outputs.zip,task-unadapted-baseline,bart_merged_must_have_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/must_have/merged_must_have_test_seed13.jsonl,1391392be0146d28ca20508091da4459ec67671817fb73fa285ef89bb4204fe0,303,/kaggle/working/academic_prediction_rules/merged_must_have_rules.json,bc209d0b26ee4c5a33158939951a22671b0f5bf8a7b8e3523bf8c1e735dc1806,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
bart,merged,nice_to_have,bart_task_unadapted_merged_nice_to_have_outputs.zip,/Users/Yuki/KeywordE/Split_data/update_data/task_unadapted_baseline_results/outputs/bart-task-unadapted-merged/bart_task_unadapted_merged_nice_to_have_outputs.zip,task-unadapted-baseline,bart_merged_nice_to_have_task_unadapted,13,KBLab/bart-base-swedish-cased,3c1bfb23b9408f3f9001bfbb3440c560cf4496b2,False,False,False,Pretrained denoising checkpoint decoded without task fine-tuning,/kaggle/input/datasets/nguyenthanhminh01/new-merge/prompt_safe_splits_40_10_50/datasets/merged/nice_to_have/merged_nice_to_have_test_seed13.jsonl,1453835895c8be32132564a029f458ebde2886f6ead001c404859918d4c72ec2,172,/kaggle/working/academic_prediction_rules/merged_nice_to_have_rules.json,a057eeebec85794264843dab6053c526d7b599a60f5f35fc79a88def9a020222,"headline.strip() + '\n' + description.strip(), omitting empty fields","Evaluation pipeline surface normalization, exact deduplication, and frozen train/validation-derived fragment rules; no nested-skill collapse",Metrics are recomputed after download by the central evaluation pipeline scorer,"{'max_source_length': 1024, 'chunk_max_tokens': 1000, 'chunk_overlap': 160, 'max_new_tokens': 512, 'num_beams': 6, 'no_repeat_ngram_size': 3, 'use_cache': False}",,3.12.13,2.10.0+cu128,5.0.0
